DATAFLOW,MEASURE: Measure,INDEX: Index,TSEST: Adjustment Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,DECIMALS: Decimals,OBS_COMMENT: Observation Comment
ABS:CPI(1.1.0),1: Index Numbers,10001: All groups CPI,10: Original,4: Adelaide,Q: Quarterly,2021-Q1,117.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,10001: All groups CPI,10: Original,4: Adelaide,Q: Quarterly,2021-Q2,117.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,10001: All groups CPI,10: Original,4: Adelaide,Q: Quarterly,2021-Q3,118.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,10001: All groups CPI,10: Original,4: Adelaide,Q: Quarterly,2021-Q4,120.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,10001: All groups CPI,10: Original,4: Adelaide,Q: Quarterly,2022-Q1,122.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,10001: All groups CPI,10: Original,4: Adelaide,Q: Quarterly,2022-Q2,125.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,10001: All groups CPI,10: Original,4: Adelaide,Q: Quarterly,2022-Q3,128.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,10001: All groups CPI,10: Original,4: Adelaide,Q: Quarterly,2022-Q4,130.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,10001: All groups CPI,10: Original,4: Adelaide,Q: Quarterly,2023-Q1,132.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,10001: All groups CPI,10: Original,4: Adelaide,Q: Quarterly,2023-Q2,133.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2010-Q1,95,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2010-Q2,95.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2010-Q3,95.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2010-Q4,95.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2011-Q1,97.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2011-Q2,99.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2011-Q3,99.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2011-Q4,99.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2012-Q1,100.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2012-Q2,101.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2012-Q3,100.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2012-Q4,101.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2013-Q1,101.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2013-Q2,100.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2013-Q3,103.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2013-Q4,103.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2014-Q1,104.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2014-Q2,103.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2014-Q3,103.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2014-Q4,101.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2015-Q1,97.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2015-Q2,101,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2015-Q3,101.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2015-Q4,99.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2016-Q1,97.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2016-Q2,98.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2016-Q3,97.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2016-Q4,99.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2017-Q1,100.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2017-Q2,100.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2017-Q3,100.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2017-Q4,102.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2018-Q1,103.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2018-Q2,105.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2018-Q3,106.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2018-Q4,105.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q1,103.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q2,107.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q3,107,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2019-Q4,108.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q1,106.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q2,99.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q3,102.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2020-Q4,103.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q1,106.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q2,109.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q3,113.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2021-Q4,116.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q1,121.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q2,124.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q3,123.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2022-Q4,125.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2023-Q1,126.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,20005: Transport,10: Original,50: Weighted average of eight capital cities,Q: Quarterly,2023-Q2,126.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2010-Q1,94.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2010-Q2,94.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2010-Q3,95.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2010-Q4,95,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2011-Q1,97.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2011-Q2,98.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2011-Q3,99.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2011-Q4,99.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2012-Q1,100.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2012-Q2,100.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2012-Q3,102.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2012-Q4,103.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2013-Q1,102.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2013-Q2,102.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2013-Q3,103,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2013-Q4,102.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2014-Q1,103.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2014-Q2,104,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2014-Q3,104.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2014-Q4,106.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2015-Q1,105.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2015-Q2,106.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2015-Q3,107.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2015-Q4,108.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2016-Q1,109.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2016-Q2,109.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2016-Q3,110.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2016-Q4,110.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2017-Q1,111.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2017-Q2,111.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2017-Q3,112.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2017-Q4,111.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2018-Q1,112.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2018-Q2,113.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2018-Q3,113.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2018-Q4,113.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2019-Q1,112.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2019-Q2,113.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2019-Q3,113.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2019-Q4,114.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2020-Q1,115.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2020-Q2,116,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2020-Q3,115.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2020-Q4,115.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2021-Q1,114.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2021-Q2,114.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2021-Q3,115,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2021-Q4,117.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2022-Q1,117.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2022-Q2,118.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2022-Q3,120.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2022-Q4,122.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2023-Q1,125.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,126670: Insurance and financial services,10: Original,2: Melbourne,Q: Quarterly,2023-Q2,129,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2010-Q1,94.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2010-Q2,96.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2010-Q3,95.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2010-Q4,94.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2011-Q1,97.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2011-Q2,99.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2011-Q3,98.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2011-Q4,97.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2012-Q1,100.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2012-Q2,103,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2012-Q3,106.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2012-Q4,105.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2013-Q1,107.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2013-Q2,110.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2013-Q3,110,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2013-Q4,109.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2014-Q1,112.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2014-Q2,116.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2014-Q3,115.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2014-Q4,114.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2015-Q1,117.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2015-Q2,121.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2015-Q3,121.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2015-Q4,121.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2016-Q1,123.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2016-Q2,128,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2016-Q3,127.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2016-Q4,127.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2017-Q1,129.5,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2017-Q2,133.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2017-Q3,133.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2017-Q4,132.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2018-Q1,135.7,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2018-Q2,139.2,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2018-Q3,138.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2018-Q4,137.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2019-Q1,140.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2019-Q2,143.3,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2019-Q3,144.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2019-Q4,143.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2020-Q1,145.9,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2020-Q2,144.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2020-Q3,145.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2020-Q4,147.1,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2021-Q1,149.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2021-Q2,151.6,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2021-Q3,151.8,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2021-Q4,151.4,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2022-Q1,155,IN: Index Numbers,,1: One,
ABS:CPI(1.1.0),1: Index Numbers,115486: Health,10: Original,6: Hobart,Q: Quarterly,2022-Q2,155.5,IN: Index Numbers,,1: One,
